PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3327							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1588							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Qiu, Wenbin; Ma, Zongqing; Patel, Dipak; Sang, Lina; Cai, Chuanbing; Al Hossain, Mohammed Shahriar; Cheng, Zhenxiang; Wang, Xiaolin; Dou, Shi Xue								The Interface Structure of FeSe Thin Film on CaF2 Substrate and its Influence on the Superconducting Performance								ACS APPLIED MATERIALS & INTERFACES				9	42			37446	37453		10.1021/acsami.7b11853			OCT 25 2017	2017										5							WOS:000414115700104		
J	Islam, S. K. Firoz; Dutta, Paramita; Saha, Arijit								Enhancement of crossed Andreev reflection in a normal-superconductor-normal junction made of thin topological insulator								PHYSICAL REVIEW B				96	15					155429	10.1103/PhysRevB.96.155429			OCT 11 2017	2017										5							WOS:000412747300003		
J	Ying, Lei; Lai, Ying-Cheng								Robustness of persistent currents in two-dimensional Dirac systems with disorder								PHYSICAL REVIEW B				96	16					165407	10.1103/PhysRevB.96.165407			OCT 5 2017	2017										5							WOS:000412365700008		
J	Backes, Dirk; Huang, Danhong; Mansell, Rhodri; Lanius, Martin; Kampmeier, Joern; Ritchie, David; Mussler, Gregor; Gumbs, Godfrey; Gruetzmacher, Detlev; Narayan, Vijay								Disentangling surface and bulk transport in topological-insulator p-n junctions								PHYSICAL REVIEW B				96	12					125125	10.1103/PhysRevB.96.125125			SEP 18 2017	2017										5							WOS:000411079000004		
J	Concepcion Diaz, Omar; de Melo Pereira, Osvaldo; Escobosa Echavarria, Arturo								Substrate influence on preferential orientation of Bi2Te3 layers grown by physical vapor transport using elemental Bi and Te sources								MATERIALS CHEMISTRY AND PHYSICS				198				341	345		10.1016/j.matchemphys.2017.06.008			SEP 1 2017	2017										5							WOS:000407408600043		
J	Stehno, M. P.; Hendrickx, N. W.; Snelder, M.; Scholten, T.; Huang, Y. K.; Golden, M. S.; Brinkman, A.								Conduction spectroscopy of a proximity induced superconducting topological insulator								SEMICONDUCTOR SCIENCE AND TECHNOLOGY				32	9					094001	10.1088/1361-6641/aa7f88			SEP 2017	2017										5							WOS:000413509100001		
J	Sugiyama, Jun; Umegaki, Izumi; Uyama, Takeshi; McFadden, Ryan M. L.; Shiraki, Susumu; Hitosugi, Taro; Salman, Zaher; Saadaoui, Hassan; Morris, Gerald D.; MacFarlane, W. Andrew; Kiefl, Robert F.								Lithium diffusion in spinel Li4Ti5O12 and LiTi2O4 films detected with Li-8 beta-NMR								PHYSICAL REVIEW B				96	9					094402	10.1103/PhysRevB.96.094402			SEP 1 2017	2017										5							WOS:000408822900004		
J	Das, Diptasikha; Das, Subarna; Singha, P.; Malik, K.; Deb, A. K.; Bhattacharyya, A.; Kulbachinskii, V. A.; Basu, Raktima; Dhara, Sandip; Bandyopadhyay, S.; Banerjee, Aritra								Evolution of phonon anharmonicity in Se-doped Sb2Te3 thermoelectrics								PHYSICAL REVIEW B				96	6					064116	10.1103/PhysRevB.96.064116			AUG 29 2017	2017										5							WOS:000408569800001		
J	Wang, Ying; Luo, Guoyu; Liu, Junwei; Sankar, R.; Wang, Nan-Lin; Chou, Fangcheng; Fu, Liang; Li, Zhiqiang								Observation of ultrahigh mobility surface states in a topological crystalline insulator by infrared spectroscopy								NATURE COMMUNICATIONS				8						366	10.1038/s41467-017-00446-2			AUG 28 2017	2017										5							WOS:000408440700003		
J	Li, Mingze; Wang, Zhenhua; Yang, Liang; Li, Da; Yao, Q. R.; Rao, G. H.; Gao, Xuan P. A.; Zhang, Zhidong								Electron delocalization and relaxation behavior in Cu-doped Bi2Se3 films								PHYSICAL REVIEW B				96	7					075152	10.1103/PhysRevB.96.075152			AUG 24 2017	2017										5							WOS:000408342200003		
J	Schaefer, Tobias; Konze, Philipp M.; Huyeng, Jonas D.; Deringer, Volker L.; Lesieur, Thibault; Mueller, Paul; Morgenstern, Markus; Dronskowski, Richard; Wuttig, Matthias								Chemical Tuning of Carrier Type and Concentration in a Homologous Series of Crystalline Chalcogenides								CHEMISTRY OF MATERIALS				29	16			6749	6757		10.1021/acs.chemmater.7b01595			AUG 22 2017	2017										5							WOS:000408519800022		
J	Wang, B. T.; Margine, Elena R.								Evolution of the topologically protected surface states in superconductor beta-Bi2Pd from the three-dimensional to the two-dimensional limit								JOURNAL OF PHYSICS-CONDENSED MATTER				29	32					325501	10.1088/1361-648X/aa7a4b			AUG 16 2017	2017										5							WOS:000405324300001		
J	Volpez, Yanick; Loss, Daniel; Klinovaja, Jelena								Three-dimensional fractional topological insulators in coupled Rashba layers								PHYSICAL REVIEW B				96	8					085422	10.1103/PhysRevB.96.085422			AUG 15 2017	2017										5							WOS:000407550400004		
J	Li, Hui; Zhou, Tong; He, Jun; Wang, Huan-Wen; Zhang, Huachen; Liu, Hong-Chao; Yi, Ya; Wu, Changming; Law, Kam Tuen; He, Hongtao; Wang, Jiannong								Origin of bias-independent conductance plateaus and zero-bias conductance peaks in Bi2Se3/NbSe2 hybrid structures								PHYSICAL REVIEW B				96	7					075107	10.1103/PhysRevB.96.075107			AUG 7 2017	2017										5							WOS:000407015600002		
J	Zhou, Weimin; Zhu, Haoshan; Valles, Connie M.; Yarmoff, Jory A.								Preparation of clean surfaces and Se vacancy formation in Bi2Se3 by ion bombardment and annealing								SURFACE SCIENCE				662				67	73		10.1016/j.susc.2017.04.004			AUG 2017	2017										5							WOS:000403027800007		
J	Rong, L. -Y.; Ma, J. -Z.; Nie, S. -M.; Lin, Z. -P.; Li, Z. -L.; Fu, B. -B.; Kong, L. -Y.; Zhang, X. -Z.; Huang, Y. -B.; Weng, H. -M.; Qian, T.; Ding, H.; Tai, R. -Z.								Electronic structure of SrSn2As2 near the topological critical point								SCIENTIFIC REPORTS				7						6133	10.1038/s41598-017-05386-x			JUL 21 2017	2017										5							WOS:000406285700041		
J	Yan, J. -Q.; Sales, B. C.; Susner, M. A.; McGuire, M. A.								Flux growth in a horizontal configuration: An analog to vapor transport growth								PHYSICAL REVIEW MATERIALS				1	2					023402	10.1103/PhysRevMaterials.1.023402			JUL 5 2017	2017										5							WOS:000416555200003		
J	Lohani, H.; Mishra, P.; Banerjee, A.; Majhi, K.; Ganesan, R.; Manju, U.; Topwal, D.; Kumar, P. S. Anil; Sekhar, B. R.								Band Structure of Topological Insulator BiSbTe1.25Se1.75								SCIENTIFIC REPORTS				7						4567	10.1038/s41598-017-04985-y			JUL 4 2017	2017										5							WOS:000425965500001		
J	Liu, Weizhe Edward; Hankiewicz, Ewelina M.; Culcer, Dimitrie								Weak Localization and Antilocalization in Topological Materials with Impurity Spin-Orbit Interactions								MATERIALS				10	7					807	10.3390/ma10070807			JUL 2017	2017										5							WOS:000406683000124		
J	Liu, Yuhung; Chong, Cheongwei; Chen, Weichuan; Huang, Jungchun-Andrew; Cheng, Chengmaw; Tsuei, Kuding; Li, Zhongjun; Qiu, Huaili; Marchenkov, Vyacheslav Viktorovich								Growth and characterization of MBE-grown (Bi1-xSbx)(2)Se-3 topological insulator								JAPANESE JOURNAL OF APPLIED PHYSICS				56	7					070311	10.7567/JJAP.56.070311			JUL 2017	2017										5							WOS:000403882300003		
J	Pisoni, A.; Gaal, R.; Zeugner, A.; Falkowski, V.; Isaeva, A.; Huppertz, H.; Autes, G.; Yazyev, O. V.; Forro, L.								Pressure effect and superconductivity in the beta-Bi4I4 topological insulator								PHYSICAL REVIEW B				95	23					235149	10.1103/PhysRevB.95.235149			JUN 26 2017	2017										5							WOS:000404467300006		
J	Hanzawa, Kota; Sato, Hikaru; Hiramatsu, Hidenori; Kamiya, Toshio; Hosono, Hideo								Key Factors for Insulator-Superconductor Transition in FeSe Thin Films by Electric Field								IEEE TRANSACTIONS ON APPLIED SUPERCONDUCTIVITY				27	4					7500405	10.1109/TASC.2016.2639738			JUN 2017	2017										5							WOS:000394048500001		
J	Misawa, Tetsuro; Fukuyama, Yasuhiro; Okazaki, Yuma; Nakamura, Shuji; Nasaka, Nariaki; Sasagawa, Takao; Kaneko, Nobu-Hisa								Preparation and Characterization of Sn-BSTS Topological Insulator for Universality Test of the Quantum Hall Effect								IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT				66	6			1489	1495		10.1109/TIM.2017.2650658			JUN 2017	2017										5							WOS:000401291100059		
J	Ruhman, Jonathan; Kozii, Vladyslav; Fu, Liang								Odd-Parity Superconductivity near an Inversion Breaking Quantum Critical Point in One Dimension								PHYSICAL REVIEW LETTERS				118	22					227001	10.1103/PhysRevLett.118.227001			MAY 31 2017	2017										5							WOS:000404624800009		
J	Zou, Wenqin; Wang, Wei; Kou, Xufeng; Lang, Murong; Fan, Yabin; Choi, Eun Sang; Fedorov, Alexei V.; Wang, Kejie; He, Liang; Xu, Yongbing; Wang, Kang. L.								Observation of Quantum Hall effect in an ultra-thin (Bi0.53Sb0.47)(2)Te-3 film								APPLIED PHYSICS LETTERS				110	21					212401	10.1063/1.4983684			MAY 22 2017	2017										5							WOS:000402320000019		
J	Hlobil, Patrik; Jandke, Jasmin; Wulfhekel, Wulf; Schmalian, Jorg								Tracing the Electronic Pairing Glue in Unconventional Superconductors via Inelastic Scanning Tunneling Spectroscopy								PHYSICAL REVIEW LETTERS				118	16					167001	10.1103/PhysRevLett.118.167001			APR 17 2017	2017										5							WOS:000399816500022		
J	Zhang, Shou-juan; Ji, Wei-xiao; Zhang, Chang-wen; Li, Ping; Wang, Pei-ji								Two-Dimensional Large Gap Topological Insulators with Tunable Rashba Spin-Orbit Coupling in Group-IV films								SCIENTIFIC REPORTS				7						45923	10.1038/srep45923			APR 3 2017	2017										5							WOS:000398324600001		
J	Ji, Wei-xiao; Zhang, Chang-wen; Ding, Meng; Li, Ping; Wang, Pei-ji								Quantum spin Hall phase transitions in two-dimensional SbBi alloy films								JOURNAL OF MATERIALS CHEMISTRY C				5	10			2649	2655		10.1039/c7tc00042a			MAR 14 2017	2017										5							WOS:000396293400020		
J	Datzer, Christian; Zumbuelte, Anna; Braun, Juergen; Foerster, Tobias; Schmidt, Anke B.; Mi, Jianli; Iversen, Bo; Hofmann, Philip; Minar, Jan; Ebert, Hubert; Krueger, Peter; Rohlfing, Michael; Donath, Markus								Unraveling the spin structure of unoccupied states in Bi2Se3								PHYSICAL REVIEW B				95	11					115401	10.1103/PhysRevB.95.115401			MAR 1 2017	2017										5							WOS:000396004000006		
J	Sheckelton, John P.; Plumb, Kemp W.; Trump, Benjamin A.; Broholm, Collin L.; McQueen, Tyrel M.								Rearrangement of van der Waals stacking and formation of a singlet state at T=90 K in a cluster magnet								INORGANIC CHEMISTRY FRONTIERS				4	3			481	490		10.1039/c6qi00470a			MAR 1 2017	2017										5							WOS:000398182200010		
J	Sung, Ha-Jun; Kim, Sunghyun; Lee, In-Ho; Chang, Kee Joo								Semimetallic carbon allotrope with a topological nodal line in mixed sp(2)-sp(3) bonding networks								NPG ASIA MATERIALS				9						e361	10.1038/am.2017.26			MAR 2017	2017										5							WOS:000397296800009		
J	Zhang, Jinsong; Sun, Jie; Li, Yanbin; Shi, Feifei; Cui, Yi								Electrochemical Control of Copper Intercalation into Nanoscale Bi(2)Se3								NANO LETTERS				17	3			1741	1747		10.1021/acs.nanolett.6b05062			MAR 2017	2017										5							WOS:000396185800061		
J	Hao, Lei; Ting, C. S.								Searching for two-dimensional Weyl superconductors in heterostructures								PHYSICAL REVIEW B				95	6					064513	10.1103/PhysRevB.95.064513			FEB 22 2017	2017										5							WOS:000394657900004		
J	Lioi, David B.; Gosztola, David J.; Wiederrecht, Gary P.; Karapetrov, Goran								Photon-induced selenium migration in TiSe2								APPLIED PHYSICS LETTERS				110	8					081901	10.1063/1.4976745			FEB 20 2017	2017										5							WOS:000394762600015		
J	Sun, Jifeng; Singh, David J.								Using gapped topological surface states of Bi2Se3 films in a field effect transistor								JOURNAL OF APPLIED PHYSICS				121	6					064301	10.1063/1.4975819			FEB 14 2017	2017										5							WOS:000395281500021		
J	Kubota, Y.; Murata, K.; Miyawaki, J.; Ozawa, K.; Onbasli, M. C.; Shirasawa, T.; Feng, B.; Yamamoto, Sh; Liu, R-Y; Yamamoto, S.; Mahatha, S. K.; Sheverdyaeva, P.; Moras, P.; Ross, C. A.; Suga, S.; Harada, Y.; Wang, K. L.; Matsuda, I.								Interface electronic structure at the topological insulator-ferrimagnetic insulator junction								JOURNAL OF PHYSICS-CONDENSED MATTER				29	5					055002	10.1088/1361-648X/29/5/055002			FEB 8 2017	2017										5							WOS:000390350400002		
J	Huang, Shiu-Ming; Huang, Chih-Yang; Huang, Shih-Jhe; Hsu, Ching; Yu, Shih-Hsun; Chou, Mitch; Wadekar, Paritosh V.; Chen, Quark Yung-Sung; Tu, Li-Wei								Observation of surface oxidation resistant Shubnikov-de Haas oscillations in Sb2SeTe2 topological insulator								JOURNAL OF APPLIED PHYSICS				121	5					054311	10.1063/1.4975621			FEB 7 2017	2017										5							WOS:000394345700029		
J	Hildebrand, B.; Jaouen, T.; Didiot, C.; Razzoli, E.; Monney, G.; Mottas, M. -L.; Vanini, F.; Barreteau, C.; Ubaldini, A.; Giannini, E.; Berger, H.; Bowler, D. R.; Aebi, P.								Local resilience of the 1T-TiSe2 charge density wave to Ti self-doping								PHYSICAL REVIEW B				95	8					081104	10.1103/PhysRevB.95.081104			FEB 2 2017	2017										5							WOS:000402193100002		
J	Heo, Hoseok; Sung, Ji Ho; Ahn, Ji-Hoon; Ghahari, Fereshte; Taniguchi, Takashi; Watanabe, Kenji; Kim, Philip; Jo, Moon-Ho								Frank-van der Merwe Growth versus Volmer-Weber Growth in Successive Stacking of a Few-Layer Bi2Te3/Sb2Te3 by van der Waals Heteroepitaxy: The Critical Roles of Finite Lattice-Mismatch with Seed Substrates								ADVANCED ELECTRONIC MATERIALS				3	2					1600375	10.1002/aelm.201600375			FEB 2017	2017										5							WOS:000394901900005		
J	Nabeshima, Fuyuki; Imai, Yoshinori; Ichinose, Ataru; Tsukada, Ichiro; Maeda, Atsutaka								Growth and transport properties of FeSe/FeTe superlattice thin films								JAPANESE JOURNAL OF APPLIED PHYSICS				56	2					020308	10.7567/JJAP.56.020308			FEB 2017	2017										5							WOS:000425046200001		
J	Fernandez, J.; Aligia, A. A.; Roura-Bas, P.; Andrade, J. A.								Kondo temperature when the Fermi level is near a step in the conduction density of states								PHYSICAL REVIEW B				95	4					045143	10.1103/PhysRevB.95.045143			JAN 27 2017	2017										5							WOS:000400772300001		
J	Ghosh, S.; Manchon, A.								Spin-orbit torque in two-dimensional antiferromagnetic topological insulators								PHYSICAL REVIEW B				95	3					035422	10.1103/PhysRevB.95.035422			JAN 23 2017	2017										5							WOS:000399333100011		
J	Adam, A. M.; Lilov, E.; Petkov, P.								Optical and thermoelectric properties of nano-particles based Bi-2(Tei-xSex)(3) thin films								SUPERLATTICES AND MICROSTRUCTURES				101				609	624		10.1016/j.spmi.2016.09.034			JAN 2017	2017										5							WOS:000393245900068		
J	Lawal, Abdullahi; Shaari, A.; Ahmed, R.; Jarkoni, Norshila								Sb2Te3 crystal a potential absorber material for broadband photodetector: A first-principles study								RESULTS IN PHYSICS				7				2302	2310		10.1016/j.rinp.2017.06.040			2017	2017										5							WOS:000417531500308		
J	Philip, Timothy M.; Hirsbrunner, Mark R.; Park, Moon Jip; Gilbert, Matthew J.								Performance of Topological Insulator Interconnects								IEEE ELECTRON DEVICE LETTERS				38	1			138	141		10.1109/LED.2016.2629760			JAN 2017	2017										5							WOS:000393765800035		
J	Zhang, Kang; Pan, Haiyang; Zhang, Minhao; Wei, Zhongxia; Gao, Ming; Song, Fengqi; Wang, Xuefeng; Zhang, Rong								Controllable synthesis and magnetotransport properties of Cd3As2 Dirac semimetal nanostructures								RSC ADVANCES				7	29			17689	17696		10.1039/c7ra02847d			2017	2017										5							WOS:000399005200014		
J	Kirtschig, Frank; van den Brink, Jeroen; Ortix, Carmine								Surface-state spin textures in strained bulk HgTe: Strain-induced topological phase transitions								PHYSICAL REVIEW B				94	23					235437	10.1103/PhysRevB.94.235437			DEC 27 2016	2016										5							WOS:000391010200010		
J	Dai, Xia; Le, Cong-Cong; Wu, Xian-Xin; Qin, Sheng-Shan; Lin, Zhi-Ping; Hu, Jiang-Ping								Topological Phase in Non-centrosymmetric Material NaSnBi								CHINESE PHYSICS LETTERS				33	12					127301	10.1088/0256-307X/33/12/127301			DEC 2016	2016										5							WOS:000390931000026		
J	Takeiri, Fumitaka; Matsumoto, Yuki; Yamamoto, Takafumi; Hayashi, Naoaki; Li, Zhi; Tohyama, Takami; Tassel, Cedric; Ritter, Clemens; Narumi, Yasuo; Hagiwara, Masayuki; Kageyama, Hiroshi								High-pressure synthesis of the layered iron oxyselenide BaFe2Se2O with strong magnetic anisotropy								PHYSICAL REVIEW B				94	18					184426	10.1103/PhysRevB.94.184426			NOV 21 2016	2016										5							WOS:000388464900005		
J	Chang, Ching-Hao; Chang, Tay-Rong; Jeng, Horng-Tay								Newtype large Rashba splitting in quantum well states induced by spin chirality in metal/topological insulator heterostructures								NPG ASIA MATERIALS				8						e332	10.1038/am.2016.173			NOV 2016	2016										5							WOS:000391939800002		
J	Wang, Mingzhan; Wu, Jinxiong; Lin, Li; Liu, Yujing; Deng, Bing; Guo, Yunfan; Lin, Yuanwei; Xie, Tian; Dang, Wenhui; Zhou, Yubing; Peng, Hailin								Chemically Engineered Substrates for Patternable Growth of Two-Dimensional Chalcogenide Crystals								ACS NANO				10	11			10317	10323		10.1021/acsnano.6b06023			NOV 2016	2016										5							WOS:000388913100061		
J	Nagai, Yuki; Ota, Yukihiro								Nuclear magnetic relaxation rates of unconventional superconductivity in doped topological insulators								PHYSICAL REVIEW B				94	13					134516	10.1103/PhysRevB.94.134516			OCT 21 2016	2016										5							WOS:000386092000003		
J	Kaladzhyan, V.; Simon, P.; Bena, C.								Determining the spin-orbit coupling via spin-polarized spectroscopy of magnetic impurities								PHYSICAL REVIEW B				94	13					134511	10.1103/PhysRevB.94.134511			OCT 12 2016	2016										5							WOS:000385620300008		
J	Brahlek, Matthew; Koirala, Nikesh; Salehi, Maryam; Moon, Jisoo; Zhang, Wenhan; Li, Haoxiang; Zhou, Xiaoqing; Han, Myung-Geun; Wu, Liang; Emge, Thomas; Lee, Hang-Dong; Xu, Can; Rhee, Seuk Joo; Gustafsson, Torgny; Armitage, N. Peter; Zhu, Yimei; Dessau, Daniel S.; Wu, Weida; Oh, Seongshik								Disorder-driven topological phase transition in Bi2Se3 films								PHYSICAL REVIEW B				94	16					165104	10.1103/PhysRevB.94.165104			OCT 3 2016	2016										5							WOS:000384472100006		
J	Fornari, C. I.; Rappl, P. H. O.; Morelhao, S. L.; Peixoto, T. R. F.; Bentmann, H.; Reinert, F.; Abramof, E.								Preservation of pristine Bi2Te3 thin film topological insulator surface after ex situ mechanical removal of Te capping layer								APL MATERIALS				4	10					106107	10.1063/1.4964610			OCT 2016	2016										5							WOS:000387576100032		
J	Marchewka, Michal								Formation of Dirac point and the topological surface states inside the strained gap for mixed 3D Hg1-xCdxTe								PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES				84				407	414		10.1016/j.physe.2016.07.022			OCT 2016	2016										5							WOS:000382489600056		
J	Liu, Guanghua; Xia, Tianlong; Yuan, Xuanyi; Li, Jiangtao; Chen, Kexin; Li, Laifeng								Fast synthesis of Fe1.1Se1 (-) Te-x(x) superconductors in a self-heating and furnace-free way								MATERIALS & DESIGN				106				349	354		10.1016/j.matdes.2016.05.099			SEP 15 2016	2016										5							WOS:000381528900040		
J	Borisov, K.; Chang, C. -Z.; Moodera, J. S.; Stamenov, P.								High Fermi-level spin polarization in the (Bi1-xSbx)(2)Te-3 family of topological insulators: A point contact Andreev reflection study								PHYSICAL REVIEW B				94	9					094415	10.1103/PhysRevB.94.094415			SEP 13 2016	2016										5							WOS:000383139100005		
J	Li, Qing; Yan, Jiaqiang; Yang, Biao; Zang, Yunyi; Zhang, Junjie; He, Ke; Wu, Menghao; Zhao, Yanfei; Mandrus, David; Wang, Jian; Xue, Qikun; Chi, Lifeng; Singh, David J.; Pan, Minghu								Interference evidence for Rashba-type spin splitting on a semimetallic WTe2 surface								PHYSICAL REVIEW B				94	11					115419	10.1103/PhysRevB.94.115419			SEP 13 2016	2016										5							WOS:000383143200007		
J	Storz, Oliver; Cortijo, Alberto; Wilfert, Stefan; Kokh, K. A.; Tereshchenko, O. E.; Vozmediano, Maria A. H.; Bode, Matthias; Guinea, Francisco; Sessi, Paolo								Mapping the effect of defect-induced strain disorder on the Dirac states of topological insulators								PHYSICAL REVIEW B				94	12					121301	10.1103/PhysRevB.94.121301			SEP 7 2016	2016										5							WOS:000383238000002		
J	Zhu, Xie-Gang; Zhang, Yun; Feng, Wei; Yuan, Bing-Kai; Liu, Qin; Qiu, Rui-Zhi; Xie, Dong-Hua; Tan, Shi-Yong; Duan, Yu; Fang, Yun; Zhang, Wen; Lai, Xin-Chun								Electronic structures of topological insulator Bi2Te3 surfaces with non-conventional terminations								NEW JOURNAL OF PHYSICS				18						093015	10.1088/1367-2630/18/9/093015			SEP 6 2016	2016										5							WOS:000384092900002		
J	Fu, Liang								Finding a direction								NATURE PHYSICS				12	9			822	823		10.1038/nphys3793			SEP 2016	2016										5							WOS:000383219800003		
J	Park, Joon Young; Lee, Gil-Ho; Jo, Janghyun; Cheng, Austin K.; Yoon, Hosang; Watanabe, Kenji; Taniguchi, Takashi; Kim, Miyoung; Kim, Philip; Yi, Gyu-Chul								Molecular beam epitaxial growth and electronic transport properties of high quality topological insulator Bi2Se3 thin films on hexagonal boron nitride								2D MATERIALS				3	3					UNSP 035029	10.1088/2053-1583/3/3/035029			SEP 2016	2016										5							WOS:000385420600008		
J	Sessi, P.; Ruessmann, P.; Bathon, T.; Barla, A.; Kokh, K. A.; Tereshchenko, O. E.; Fauth, K.; Mahatha, S. K.; Valbuena, M. A.; Godey, S.; Glott, F.; Mugarza, A.; Gargiani, P.; Valvidares, M.; Long, N. H.; Carbone, C.; Mavropoulos, P.; Bluegel, S.; Bode, M.								Superparamagnetism-induced mesoscopic electron focusing in topological insulators								PHYSICAL REVIEW B				94	7					075137	10.1103/PhysRevB.94.075137			AUG 17 2016	2016										5							WOS:000381483700002		
J	Abouhaswa, A. S.; Merentsov, A. I.; Baranov, N. V.								Characterization of the phase composition, crystal structure and superconducting properties of Fe1.02SeyTe1-y-xSx								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				527				21	27		10.1016/j.physc.2016.05.017			AUG 15 2016	2016										5							WOS:000380753600004		
