PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Zhu, Qian-Cheng; Xu, Shu-Mao; Harris, Michelle M.; Ma, Chao; Liu, Yu-Si; Wei, Xiao; Xu, Hua-Sheng; Zhou, Yong-Xian; Cao, Yu-Cai; Wang, Kai-Xue; Chen, Jie-Sheng								A Composite of Carbon-Wrapped Mo2C Nanoparticle and Carbon Nanotube Formed Directly on Ni Foam as a High-Performance Binder-Free Cathode for Li-O-2 Batteries								ADVANCED FUNCTIONAL MATERIALS				26	46			8514	8520		10.1002/adfm.201603462			DEC 13 2016	2016										33							WOS:000390117800017		
J	Gan, Lu; Xu, Lijie; Shang, Songmin; Zhou, Xiaoyan; Meng, Liang								Visible light induced methylene blue dye degradation photo-catalyzed by WO3/graphene nanocomposites and the mechanism								CERAMICS INTERNATIONAL				42	14			15235	15241		10.1016/j.ceramint.2016.06.160			NOV 1 2016	2016										33							WOS:000382269800014		
J	Nayak, Pranati; Kurra, Narendra; Xia, Chuan; Alshareef, Husam N.								Highly Efficient Laser Scribed Graphene Electrodes for On-Chip Electrochemical Sensing Applications								ADVANCED ELECTRONIC MATERIALS				2	10					1600185	10.1002/aelm.201600185			OCT 2016	2016										33							WOS:000386624100004		
J	Amiri, Ahmad; Shanbedi, Mehdi; Ahmadi, Goodarz; Eshghi, Hossein; Kazi, S. N.; Chew, B. T.; Savari, Maryam; Zubir, Mohd Nashrul Mohd								Mass production of highly-porous graphene for high-performance supercapacitors								SCIENTIFIC REPORTS				6						32686	10.1038/srep32686			SEP 8 2016	2016										33							WOS:000382639800002		
J	Du, Sen-Sen; Li, Fei; Xiao, Hong-Mei; Li, Yuan-Qing; Hu, Ning; Fu, Shao-Yun								Tensile and flexural properties of graphene oxide coated-short glass fiber reinforced polyethersulfone composites								COMPOSITES PART B-ENGINEERING				99				407	415		10.1016/j.compositesb.2016.06.023			AUG 15 2016	2016										33							WOS:000380417600040		
J	Haar, Sebastien; Bruna, Matteo; Lian, Jian Xiang; Tomarchio, Flavia; Olivier, Yoann; Mazzaro, Raffaello; Morandi, Vittorio; Moran, Joseph; Ferrari, Andrea C.; Beljonne, David; Ciesielski, Artur; Samori, Paolo								Liquid-Phase Exfoliation of Graphite into Single- and Few-Layer Graphene with alpha-Functionalized Alkanes								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				7	14			2714	2721		10.1021/acs.jpclett.6b01260			JUL 21 2016	2016										33							WOS:000380415400013		
J	Kim, Chiho; Pilania, Ghanshyam; Ramprasad, Rampi								Machine Learning Assisted Predictions of Intrinsic Dielectric Breakdown Strength of ABX(3) Perovskites								JOURNAL OF PHYSICAL CHEMISTRY C				120	27			14575	14580		10.1021/acs.jpcc.6b05068			JUL 14 2016	2016										33							WOS:000379990400013		
J	Weatherup, Robert S.; Eren, Baran; Hao, Yibo; Bluhm, Hendrik; Salmeron, Miquel B.								Graphene Membranes for Atmospheric Pressure Photoelectron Spectroscopy								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				7	9			1622	1627		10.1021/acs.jpclett.6b00640			MAY 5 2016	2016										33							WOS:000375638500004		
J	Zhang, Qiao; Li, Rengui; Li, Zheng; Li, Ailong; Wang, Shengyang; Liang, Zhenxing; Liao, Shijun; Li, Can								The dependence of photocatalytic activity on the selective and nonselective deposition of noble metal cocatalysts on the facets of rutile TiO2								JOURNAL OF CATALYSIS				337				36	44		10.1016/j.jcat.2016.01.001			MAY 2016	2016										33							WOS:000374920400004		
J	Molina-Sanchez, Alejandro; Palummo, Maurizia; Marini, Andrea; Wirtz, Ludger								Temperature-dependent excitonic effects in the optical properties of single-layer MoS2								PHYSICAL REVIEW B				93	15					155435	10.1103/PhysRevB.93.155435			APR 26 2016	2016										33							WOS:000374947600005		
J	Liu, Shi; Zheng, Fan; Grinberg, Ilya; Rappe, Andrew M.								Photoferroelectric and Photopiezoelectric Properties of Organometal Halide Perovskites								JOURNAL OF PHYSICAL CHEMISTRY LETTERS				7	8			1460	1465		10.1021/acs.jpclett.6b00527			APR 21 2016	2016										33							WOS:000374810800009		
J	Vallabhaneni, Ajit K.; Singh, Dhruv; Bao, Hua; Murthy, Jayathi; Ruan, Xiulin								Reliability of Raman measurements of thermal conductivity of single-layer graphene due to selective electron-phonon coupling: A first-principles study								PHYSICAL REVIEW B				93	12					125432	10.1103/PhysRevB.93.125432			MAR 28 2016	2016										33							WOS:000372799400009		
J	Bhadram, Venkata S.; Kim, Duck Young; Strobel, Timothy A.								High-Pressure Synthesis and Characterization of Incompressible Titanium Pernitride								CHEMISTRY OF MATERIALS				28	6			1616	1620		10.1021/acs.chemmater.6b00042			MAR 22 2016	2016										33							WOS:000372856600005		
J	Das, Anita; Mueller, Thomas; Plasser, Felix; Lischka, Hans								Polyradical Character of Triangular Non-Kekule Structures, Zethrenes, p-Quinodimethane-Linked Bisphenalenyl, and the Clar Goblet in Comparison: An Extended Multireference Study								JOURNAL OF PHYSICAL CHEMISTRY A				120	9			1625	1636		10.1021/acs.jpca.5b12393			MAR 10 2016	2016										33							WOS:000372042200032		
J	Pei, Liyuan; Yang, Yang; Chu, Hang; Shen, Jianfeng; Ye, Mingxin								Self-assembled flower-like FeS2/graphene aerogel composite with enhanced electrochemical properties								CERAMICS INTERNATIONAL				42	4			5053	5061		10.1016/j.ceramint.2015.11.178			MAR 2016	2016										33							WOS:000369460500051		
J	Jussila, Henri; Yang, He; Granqvist, Niko; Sun, Zhipei								Surface plasmon resonance for characterization of large-area atomic-layer graphene film								OPTICA				3	2			151	158		10.1364/OPTICA.3.000151			FEB 20 2016	2016										33							WOS:000370815900008		
J	Cui, Li-ling; Long, Meng-qiu; Zhang, Xiao-jiao; Li, Xin-mei; Zhang, Dan; Yang, Bing-chu								Spin-dependent transport properties of hetero-junction based on zigzag graphene nanoribbons with edge hydrogenation and oxidation								PHYSICS LETTERS A				380	5-6			730	738		10.1016/j.physleta.2015.10.050			FEB 15 2016	2016										33							WOS:000369199800015		
J	White, Christopher M.; Banks, Richard; Hamerton, Ian; Watts, John F.								Characterisation of commercially CVD grown multi-walled carbon nanotubes for paint applications								PROGRESS IN ORGANIC COATINGS				90				44	53		10.1016/j.porgcoat.2015.09.020			JAN 2016	2016										33							WOS:000367108200006		
J	Arao, Yoshihiko; Kubouchi, Masatoshi								High-rate production of few-layer graphene by high-power probe sonication								CARBON				95				802	808		10.1016/j.carbon.2015.08.108			DEC 2015	2015										33							WOS:000363312900095		
J	Haar, Sebastien; El Gemayel, Mirella; Shin, Yuyoung; Melinte, Georgian; Squillaci, Marco A.; Ersen, Ovidiu; Casiraghi, Cinzia; Ciesielski, Artur; Samori, Paolo								Enhancing the Liquid-Phase Exfoliation of Graphene in Organic Solvents upon Addition of n-Octylbenzene								SCIENTIFIC REPORTS				5						16684	10.1038/srep16684			NOV 17 2015	2015										33							WOS:000364753000001		
J	Azpiroz, Jon M.; De Angelis, Filippo								Ligand Induced Spectral Changes in CdSe Quantum Dots								ACS APPLIED MATERIALS & INTERFACES				7	35			19736	19745		10.1021/acsami.5b05418			SEP 9 2015	2015										33							WOS:000361252400027		
J	Fu, Hua-Hua; Wu, Dan-Dan; Gu, Lei; Wu, Menghao; Wu, Ruqian								Design for a spin-Seebeck diode based on two-dimensional materials								PHYSICAL REVIEW B				92	4					045418	10.1103/PhysRevB.92.045418			JUL 20 2015	2015										33							WOS:000358253200010		
J	Chen, Dongdong; Gao, Yuan; Chen, Yiya; Ren, Yang; Peng, Xiaogang								Structure Identification of Two-Dimensional Colloidal Semiconductor Nanocrystals with Atomic Flat Basal Planes								NANO LETTERS				15	7			4477	4482		10.1021/acs.nanolett.5b00940			JUL 2015	2015										33							WOS:000357964100037		
J	Liu, Yi; Yuan, Zhe; Wesselink, R. J. H.; Starikov, Anton A.; van Schilfgaarde, Mark; Kelly, Paul J.								Direct method for calculating temperature-dependent transport properties								PHYSICAL REVIEW B				91	22					220405	10.1103/PhysRevB.91.220405			JUN 10 2015	2015										33							WOS:000355956300001		
J	Ma, Lianbo; Shen, Xiaoping; Ji, Zhenyuan; Cai, Xiaoqing; Zhu, Guoxing; Chen, Kangmin								Porous NiCo2O4 nanosheets/reduced graphene oxide composite: Facile synthesis and excellent capacitive performance for supercapacitors								JOURNAL OF COLLOID AND INTERFACE SCIENCE				440				211	218		10.1016/j.jcis.2014.11.008			FEB 15 2015	2015										33							WOS:000346461100027		
J	Merisalu, Maido; Kahro, Tauno; Kozlova, Jekaterina; Niilisk, Ahti; Nikolajev, Aleksandr; Marandi, Margus; Floren, Aare; Alles, Harry; Sammelselg, Vaeino								Graphene-polypyrrole thin hybrid corrosion resistant coatings for copper								SYNTHETIC METALS				200				16	23		10.1016/j.synthmet.2014.12.024			FEB 2015	2015										33							WOS:000350186700003		
J	Feng, Yanyan; Dong, Ningning; Wang, Gaozhong; Li, Yuanxin; Zhang, Saifeng; Wang, Kangpeng; Zhang, Long; Blau, Werner J.; Wang, Jun								Saturable absorption behavior of free-standing graphene polymer composite films over broad wavelength and time ranges								OPTICS EXPRESS				23	1			559	569		10.1364/OE.23.000559			JAN 12 2015	2015										33							WOS:000349162900055		
J	Feng, Xiaolei; Zhang, Jurong; Gao, Guoying; Liu, Hanyu; Wang, Hui								Compressed sodalite-like MgH6 as a potential high-temperature superconductor								RSC ADVANCES				5	73			59292	59296		10.1039/c5ra11459d			2015	2015										33							WOS:000357961800039		
J	Jalani, Ghulam; Cerruti, Marta								Nano graphene oxide-wrapped gold nanostars as ultrasensitive and stable SERS nanoprobes								NANOSCALE				7	22			9990	9997		10.1039/c4nr07473d			2015	2015										33							WOS:000355560200006		
J	Kumar, Rajesh; Singh, Rajesh Kumar; Dubey, Pawan Kumar; Singh, Dinesh Pratap; Yadav, Ram Manohar; Tiwari, Radhey Shyam								Hydrothermal synthesis of a uniformly dispersed hybrid graphene-TiO2 nanostructure for optical and enhanced electrochemical applications								RSC ADVANCES				5	10			7112	7120		10.1039/c4ra06852a			2015	2015										33							WOS:000347609400012		
J	Rondinelli, James M.; Kioupakis, Emmanouil								Predicting and Designing Optical Properties of Inorganic Materials								Annual Review of Materials Research				45				491	518		10.1146/annurev-matsci-070214-021150			2015	2015										33							WOS:000379904600006		
J	Wang, Qinggao; Oganov, Artem R.; Zhu, Qiang; Zhou, Xiang-Feng								New Reconstructions of the (110) Surface of Rutile TiO2 Predicted by an Evolutionary Method								PHYSICAL REVIEW LETTERS				113	26					266101	10.1103/PhysRevLett.113.266101			DEC 24 2014	2014										33							WOS:000348874100015		
J	Gammelgaard, Lene; Caridad, Jose M.; Cagliani, Alberto; Mackenzie, David M. A.; Petersen, Dirch H.; Booth, Timothy J.; Boggild, Peter								Graphene transport properties upon exposure to PMMA processing and heat treatments								2D MATERIALS				1	3					035005	10.1088/2053-1583/1/3/035005			DEC 2014	2014										33							WOS:000354986900012		
J	Lu, Xiaoxiao; Yang, Fan; Geng, Xin; Xiao, Ping								Enhanced cyclability of amorphous carbon-coated SnO2-graphene composite as anode for Li-ion batteries								ELECTROCHIMICA ACTA				147				596	602		10.1016/j.electacta.2014.09.126			NOV 20 2014	2014										33							WOS:000346178800075		
J	Liu, Rujun; Zhou, Xiaosong; Yang, Fan; Yu, Ying								Combination study of DFT calculation and experiment for photocatalytic properties of S-doped anatase TiO2								APPLIED SURFACE SCIENCE				319				50	59		10.1016/j.apsusc.2014.07.132			NOV 15 2014	2014										33							WOS:000344616000009		
J	Wan, Liwen F.; Prendergast, David								The Solvation Structure of Mg Ions in Dichloro Complex Solutions from First-Principles Molecular Dynamics and Simulated X-ray Absorption Spectra								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				136	41			14456	14464		10.1021/ja505967u			OCT 15 2014	2014										33							WOS:000343276900028		
J	Gao, Xiguang; Tang, Xiaowu (Shirley)								Effective reduction of graphene oxide thin films by a fluorinating agent: Diethylaminosulfur trifluoride								CARBON				76				133	140		10.1016/j.carbon.2014.04.059			SEP 2014	2014										33							WOS:000337985300016		
J	Ghosh, Subrata; Ganesan, K.; Polaki, Shyamal R.; Ravindran, T. R.; Krishna, Nanda Gopala; Kamruddin, M.; Tyagi, A. K.								Evolution and defect analysis of vertical graphene nanosheets								JOURNAL OF RAMAN SPECTROSCOPY				45	8			642	649		10.1002/jrs.4530			AUG 2014	2014										33							WOS:000342205200004		
J	Otero-de-la-Roza, Alberto; Cao, Blessing Huynh; Price, Ivy K.; Hein, Jason E.; Johnson, Erin R.								Predicting the Relative Solubilities of Racemic and Enantiopure Crystals by Density-Functional Theory								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				53	30			7879	7882		10.1002/anie.201403541			JUL 21 2014	2014										33							WOS:000339562400034		
J	Jang, Jinhee; Viet Hung Pham; Hur, Seung Hyun; Chung, Jin Suk								Dispersibility of reduced alkylamine-functionalized graphene oxides in organic solvents								JOURNAL OF COLLOID AND INTERFACE SCIENCE				424				62	66		10.1016/j.jcis.2014.03.018			JUN 15 2014	2014										33							WOS:000335939400010		
J	Hwang, Chih-Chau; Tour, Josiah J.; Kittrell, Carter; Espinal, Laura; Alemany, Lawrence B.; Tour, James M.								Capturing carbon dioxide as a polymer from natural gas(Retracted article. See vol. 7, 2016)								NATURE COMMUNICATIONS				5						3961	10.1038/ncomms4961			JUN 2014	2014										33							WOS:000338834200004		
J	Otero-de-la-Roza, Alberto; Mallory, Joel D.; Johnson, Erin R.								Metallophilic interactions from dispersion-corrected density-functional theory								JOURNAL OF CHEMICAL PHYSICS				140	18					18A504	10.1063/1.4862896			MAY 14 2014	2014										33							WOS:000336782700007		
J	Mecholsky, Nicholas A.; Resca, Lorenzo; Pegg, Ian L.; Fornari, Marco								Theory of band warping and its effects on thermoelectronic transport properties								PHYSICAL REVIEW B				89	15					155131	10.1103/PhysRevB.89.155131			APR 24 2014	2014										33							WOS:000335499000001		
J	Zheng, Jian-Yun; Bao, Shan-Hu; Guo, Yu; Jin, Ping								Anatase TiO2 Films with Dominant {001} Facets Fabricated by Direct-Current Reactive Magnetron Sputtering at Room Temperature: Oxygen Defects and Enhanced Visible-Light Photocatalytic Behaviors								ACS APPLIED MATERIALS & INTERFACES				6	8			5940	5946		10.1021/am500979j			APR 23 2014	2014										33							WOS:000335086000074		
J	Olsson, P. A. T.; Massih, A. R.; Blomqvist, J.; Holston, A. -M. Alvarez; Bjerken, C.								Ab initio thermodynamics of zirconium hydrides and deuterides								COMPUTATIONAL MATERIALS SCIENCE				86				211	222		10.1016/j.commatsci.2014.01.043			APR 15 2014	2014										33							WOS:000333947000031		
J	Mahns, Benjamin; Kataeva, Olga; Islamov, Daut; Hampel, Silke; Steckel, Frank; Hess, Christian; Knupfer, Martin; Buechner, Bernd; Himcinschi, Cameliu; Hahn, Torsten; Renger, Roman; Kortus, Jens								Crystal Growth, Structure, and Transport Properties of the Charge-Transfer Salt Picene/2,3,5,6-Tetrafluoro-7,7,8,8-tetracyanoquinodimethane								CRYSTAL GROWTH & DESIGN				14	3			1338	1346		10.1021/cg401841n			MAR 2014	2014										33							WOS:000332684400053		
J	Wei, Jing; Liu, Yuyun; Chen, Jia; Li, Yuhui; Yue, Qin; Pan, Gaoxiang; Yu, Yanlei; Deng, Yonghui; Zhao, Dongyuan								Azobenzene-Derived Surfactants as Phototriggered Recyclable Templates for the Synthesis of Ordered Mesoporous Silica Nanospheres								ADVANCED MATERIALS				26	11			1782	1787		10.1002/adma.201305104			MAR 2014	2014										33							WOS:000332912100020		
J	Pham-Cong, D.; Ahn, K.; Hong, S. W.; Jeong, S. Y.; Choi, J. H.; Doh, C. H.; Jin, J. S.; Jeong, E. D.; Cho, C. R.								Cathodic performance of V2O5 nanowires and reduced graphene oxide composites for lithium ion batteries								CURRENT APPLIED PHYSICS				14	2			215	221		10.1016/j.cap.2013.10.022			FEB 2014	2014										33							WOS:000329966700013		
J	Pourjavid, Mohammad Reza; Sehat, Ali Akbari; Arabieh, Masoud; Yousefi, Seyed Reza; Hosseini, Majid Haji; Rezaee, Mohammad								Column solid phase extraction and flame atomic absorption spectrometric determination of manganese(II) and iron(III) ions in water, food and biological samples using 3-(1-methyl-1H-pyrrol-2-yl)-1H-pyrazole-5-carboxylic acid on synthesized graphene oxide								MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS				35				370	378		10.1016/j.msec.2013.11.029			FEB 1 2014	2014										33							WOS:000331596500047		
J	Scalise, E.; Cinquanta, E.; Houssa, M.; van den Broek, B.; Chiappe, D.; Grazianetti, C.; Pourtois, G.; Ealet, B.; Molle, A.; Fanciulli, M.; Afanas'ev, V. V.; Stesmans, A.								Vibrational properties of epitaxial silicene layers on (111) Ag								APPLIED SURFACE SCIENCE				291				113	117		10.1016/j.apsusc.2013.08.113			FEB 1 2014	2014										33							WOS:000329327700025		
J	Kong, Debin; He, Haiyong; Song, Qi; Wang, Bin; Yang, Quan-Hong; Zhi, Linjie								A novel SnS2@graphene nanocable network for high-performance lithium storage								RSC ADVANCES				4	45			23372	23376		10.1039/c4ra03052d			2014	2014										33							WOS:000337145900003		
J	Park, Kyeong-Won								Carboxylated graphene oxide-Mn2O3 nanorod composites for their electrochemical characteristics								JOURNAL OF MATERIALS CHEMISTRY A				2	12			4292	4298		10.1039/c3ta14223j			2014	2014										33							WOS:000332388900028		
J	Sofer, Zdenek; Jankovsky, Ondrej; Simek, Petr; Soferova, Lydie; Sedmidubsky, David; Pumera, Martin								Highly hydrogenated graphene via active hydrogen reduction of graphene oxide in the aqueous phase at room temperature								NANOSCALE				6	4			2153	2160		10.1039/c3nr05407a			2014	2014										33							WOS:000330796700025		
J	Wu, Tongshun; Zou, Luyi; Han, Dongxue; Li, Fenghua; Zhang, Qixian; Niu, Li								A carbon-based photocatalyst efficiently converts CO2 to CH4 and C2H2 under visible light								GREEN CHEMISTRY				16	4			2142	2146		10.1039/c3gc42454e			2014	2014										33							WOS:000333331200050		
J	Yang, Yanmei; Liu, Juan; Han, Yuzhi; Huang, Hui; Liu, Naiyun; Liu, Yang; Kang, Zhenhui								Porous cobalt, nitrogen-codoped carbon nanostructures from carbon quantum dots and VB12 and their catalytic properties for oxygen reduction								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				16	46			25350	25357		10.1039/c4cp04119d			2014	2014										33							WOS:000344989500020		
J	Han, Qi; Gao, Teng; Zhang, Rui; Chen, Yi; Chen, Jianhui; Liu, Gerui; Zhang, Yanfeng; Liu, Zhongfan; Wu, Xiaosong; Yu, Dapeng								Highly sensitive hot electron bolometer based on disordered graphene								SCIENTIFIC REPORTS				3						3533	10.1038/srep03533			DEC 18 2013	2013										33							WOS:000328571700007		
J	Illg, Christian; Haag, Michael; Faehnle, Manfred								Ultrafast demagnetization after laser irradiation in transition metals: Ab initio calculations of the spin-flip electron-phonon scattering with reduced exchange splitting								PHYSICAL REVIEW B				88	21					214404	10.1103/PhysRevB.88.214404			DEC 6 2013	2013										33							WOS:000328577900002		
J	Adra, Areej; Morin, Guillaume; Ona-Nguema, Georges; Menguy, Nicolas; Maillot, Fabien; Casiot, Corinne; Bruneel, Odile; Lebrun, Sophie; Juillot, Farid; Brest, Jessica								Arsenic Scavenging by Aluminum-Substituted Ferrihydrites in a Circumneutral pH River Impacted by Acid Mine Drainage.								ENVIRONMENTAL SCIENCE & TECHNOLOGY				47	22			12784	12792		10.1021/es4020234			NOV 19 2013	2013										33							WOS:000327360600023		
