J	Chen, CC; Zhao, W; Li, JY; Zhao, JC								Formation and identification of intermediates visible-light-assisted photodegradation sulforhodamine-B dye in aqueous TiO2 dispersion								ENVIRONMENTAL SCIENCE & TECHNOLOGY				36	16			3604	3611		10.1021/es0205434			AUG 15 2002	2002										157							WOS:000177448600021		
J	Patthey, L; Rensmo, H; Persson, P; Westermark, K; Vayssieres, L; Stashans, A; Petersson, A; Bruhwiler, PA; Siegbahn, H; Lunell, S; Martensson, N								Adsorption of bi-isonicotinic acid on rutile TiO2(110)								JOURNAL OF CHEMICAL PHYSICS				110	12			5913	5918		10.1063/1.478491			MAR 22 1999	1999										157							WOS:000079172400049		
J	Khairutdinov, RF; Serpone, N								Photoluminescence and transient spectroscopy of free base porphyrin aggregates								JOURNAL OF PHYSICAL CHEMISTRY B				103	5			761	769		10.1021/jp980869s			FEB 4 1999	1999										157							WOS:000079043200004		
J	Thurston, TR; Wilcoxon, JP								Photooxidation of organic chemicals catalyzed by nanoscale MoS2								JOURNAL OF PHYSICAL CHEMISTRY B				103	1			11	17		10.1021/jp982337h			JAN 7 1999	1999										157							WOS:000079042700003		
J	Manthiram, A; Kim, J								Low temperature synthesis of insertion oxides for lithium batteries								CHEMISTRY OF MATERIALS				10	10			2895	2909		10.1021/cm980241u			OCT 1998	1998										157							WOS:000076658700033		
J	Stafford, U; Gray, KA; Kamat, PV								Photocatalytic degradation of 4-chlorophenol: The effects of varying TiO2 concentration and light wavelength								JOURNAL OF CATALYSIS				167	1			25	32		10.1006/jcat.1997.1511			APR 1 1997	1997										157							WOS:A1997WV16400003		
J	Daws, CA; Exstrom, CL; Sowa, JR; Mann, KR								''Vapochromic'' compounds as environmental sensors .2. Synthesis and near-infrared and infrared spectroscopy studies of [Pt(arylisocyanide)(4)][Pt(CN)(4)] upon exposure to volatile organic compound vapors								CHEMISTRY OF MATERIALS				9	1			363	368		10.1021/cm960397z			JAN 1997	1997										157							WOS:A1997WC94100052		
J	Rajeshwar, K								Photoelectrochemistry and the environment								JOURNAL OF APPLIED ELECTROCHEMISTRY				25	12			1067	1082					DEC 1995	1995										157							WOS:A1995TT53200001		
J	FUHRHOP, JH; MATHIEU, J								ROUTES TO FUNCTIONAL VESICLE MEMBRANES WITHOUT PROTEINS								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH				23	2			100	113		10.1002/anie.198401001			1984	1984										157							WOS:A1984SN63400002		
J	Huang, Jiahao; Gao, Xiang; Jia, Jingjing; Kim, Jang-Kyo; Li, Zhigang								Graphene Oxide-Based Amplified Fluorescent Biosensor for Hg2+ Detection through Hybridization Chain Reactions								ANALYTICAL CHEMISTRY				86	6			3209	3215		10.1021/ac500192r			MAR 18 2014	2014										156							WOS:000333235700054		
J	Chung, Dong Young; Park, Seung-Keun; Chung, Young-Hoon; Yu, Seung-Ho; Lim, Dong-Hee; Jung, Namgee; Ham, Hyung Chul; Park, Hee-Young; Piao, Yuanzhe; Yoo, Sung Jong; Sung, Yung-Eun								Edge-exposed MoS2 nano-assembled structures as efficient electrocatalysts for hydrogen evolution reaction								NANOSCALE				6	4			2131	2136		10.1039/c3nr05228a			2014	2014										156							WOS:000330796700022		
J	Bora, Debajeet K.; Braun, Artur; Constable, Edwin C.								"In rust we trust". Hematite - the prospective inorganic backbone for artificial photosynthesis								ENERGY & ENVIRONMENTAL SCIENCE				6	2			407	425		10.1039/c2ee23668k			FEB 2013	2013										156							WOS:000313892400004		
J	Fujimoto, Takuya; Awaga, Kunio								Electric-double-layer field-effect transistors with ionic liquids								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				15	23			8983	9006		10.1039/c3cp50755f			2013	2013										156							WOS:000319285000013		
J	Hou, Yang; Zuo, Fan; Dagg, Alex; Feng, Pingyun								A Three-Dimensional Branched Cobalt-Doped alpha-Fe2O3 Nanorod/MgFe2O4 Heterojunction Array as a Flexible Photoanode for Efficient Photoelectrochemical Water Oxidation								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				52	4			1248	1252		10.1002/anie.201207578			2013	2013										156							WOS:000313719300032		
J	Townsend, Troy K.; Browning, Nigel D.; Osterloh, Frank E.								Nanoscale Strontium Titanate Photocatalysts for Overall Water Splitting								ACS NANO				6	8			7420	7426		10.1021/nn302647u			AUG 2012	2012										156							WOS:000307988900104		
J	Duan, Yandong; Fu, Nianqing; Liu, Qiuping; Fang, Yanyan; Zhou, Xiaowen; Zhang, Jingbo; Lin, Yuan								Sn-Doped TiO2 Photoanode for Dye-Sensitized Solar Cells								JOURNAL OF PHYSICAL CHEMISTRY C				116	16			8888	8893		10.1021/jp212517k			APR 26 2012	2012										156							WOS:000303173900005		
J	Kang, Yu Jin; Chung, Haegeun; Han, Chi-Hwan; Kim, Woong								All-solid-state flexible supercapacitors based on papers coated with carbon nanotubes and ionic-liquid-based gel electrolytes								NANOTECHNOLOGY				23	6					065401	10.1088/0957-4484/23/6/065401			FEB 12 2012	2012										156							WOS:000299349600013		
J	Li, Guangquan; He, Dan; Qian, Yongqing; Guan, Buyuan; Gao, Song; Cui, Yan; Yokoyama, Koji; Wang, Li								Fungus-Mediated Green Synthesis of Silver Nanoparticles Using Aspergillus terreus								INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES				13	1			466	476		10.3390/ijms13010466			JAN 2012	2012										156							WOS:000300184800030		
J	Liang, Qinghua; Shi, Yao; Ma, Wangjing; Li, Zhi; Yang, Xinmin								Enhanced photocatalytic activity and structural stability by hybridizing Ag3PO4 nanospheres with graphene oxide sheets								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				14	45			15657	15665		10.1039/c2cp42465g			2012	2012										156							WOS:000310460400006		
J	Liu, Chia-Jui; Tai, Sheng-Yen; Chou, Shu-Wei; Yu, Ya-Chu; Chang, Kai-Di; Wang, Shuei; Chien, Forest Shih-Sen; Lin, Jeng-Yu; Lin, Tsung-Wu								Facile synthesis of MoS2/graphene nanocomposite with high catalytic activity toward triiodide reduction in dye-sensitized solar cells								JOURNAL OF MATERIALS CHEMISTRY				22	39			21057	21064		10.1039/c2jm33679k			2012	2012										156							WOS:000308893400037		
J	Gao, Yan; Yip, Hin-Lap; Chen, Kung-Shih; O'Malley, Kevin M.; Acton, Orb; Sun, Ying; Ting, Guy; Chen, Hongzheng; Jen, Alex K. -Y.								Surface Doping of Conjugated Polymers by Graphene Oxide and Its Application for Organic Electronic Devices								ADVANCED MATERIALS				23	16			1903	+		10.1002/adma.201100065			APR 26 2011	2011										156							WOS:000290547100014		
J	Cao, Derong; Peng, Jinan; Hong, Yanping; Fang, Xiaoming; Wang, Lingyun; Meier, Herbert								Enhanced Performance of the Dye-Sensitized Solar Cells with Phenothiazine-Based Dyes Containing Double D-A Branches								ORGANIC LETTERS				13	7			1610	1613		10.1021/ol2000167			APR 1 2011	2011										156							WOS:000288691600009		
J	Lilliedal, Mathilde R.; Medford, Andrew J.; Madsen, Morten V.; Norrman, Kion; Krebs, Frederik C.								The effect of post-processing treatments on inflection points in current-voltage curves of roll-to-roll processed polymer photovoltaics								SOLAR ENERGY MATERIALS AND SOLAR CELLS				94	12			2018	2031		10.1016/j.solmat.2010.06.007			DEC 2010	2010										156							WOS:000283959500007		
J	Chen, Liqiao; Yang, Xianfeng; Chen, Jian; Liu, Jia; Wu, Hao; Zhan, Hongquan; Liang, Chaolun; Wu, Mingmei								Continuous Shape- and Spectroscopy-Tuning of Hematite Nanocrystals								INORGANIC CHEMISTRY				49	18			8411	8420		10.1021/ic100919a			SEP 20 2010	2010										156							WOS:000281630000030		
J	Brown, Katherine A.; Dayal, Smita; Ai, Xin; Rumbles, Garry; King, Paul W.								Controlled Assembly of Hydrogenase-CdTe Nanocrystal Hybrids for Solar Hydrogen Production								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				132	28			9672	9680		10.1021/ja101031r			JUL 21 2010	2010										156							WOS:000280086800043		
J	Cappel, Ute B.; Feldt, Sandra M.; Schoeneboom, Jan; Hagfeldt, Anders; Boschloo, Gerrit								The Influence of Local Electric Fields on Photoinduced Absorption in Dye-Sensitized Solar Cells								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				132	26			9096	9101		10.1021/ja102334h			JUL 7 2010	2010										156							WOS:000279561200067		
J	Buhbut, Sophia; Itzhakov, Stella; Tauber, Elad; Shalom, Menny; Hod, Idan; Geiger, Thomas; Garini, Yuval; Oron, Dan; Zaban, Arie								Built-in Quantum Dot Antennas in Dye-Sensitized Solar Cells								ACS NANO				4	3			1293	1298		10.1021/nn100021b			MAR 2010	2010										156							WOS:000275858200006		
J	Sajjad, Ahmed Khan Leghari; Shamaila, Sajjad; Tian, Baozhu; Chen, Feng; Zhang, Jinlong								One step activation of WOx/TiO2 nanocomposites with enhanced photocatalytic activity								APPLIED CATALYSIS B-ENVIRONMENTAL				91	1-2			397	405		10.1016/j.apcatb.2009.06.005			SEP 7 2009	2009										156							WOS:000269374400048		
J	Du, Luchao; Furube, Akihiro; Yamamoto, Kazuhiro; Hara, Kohjiro; Katoh, Ryuzi; Tachiya, M.								Plasmon-Induced Charge Separation and Recombination Dynamics in Gold-TiO2 Nanoparticle Systems: Dependence on TiO2 Particle Size								JOURNAL OF PHYSICAL CHEMISTRY C				113	16			6454	6462		10.1021/jp810576s			APR 23 2009	2009										156							WOS:000265383300017		
J	Bara, Jason E.; Gabriel, Christopher J.; Carlisle, Trevor K.; Camper, Dean E.; Finotello, Alexia; Gin, Douglas L.; Noble, Richard D.								Gas separations in fluoroalkyl-functionalized room-temperature ionic liquids using supported liquid membranes								CHEMICAL ENGINEERING JOURNAL				147	1			43	50		10.1016/j.cej.2008.11.021			APR 1 2009	2009										156							WOS:000263661800008		
J	Dibbell, Rachel S.; Watson, David F.								Distance-Dependent Electron Transfer in Tethered Assemblies of CdS Quantum Dots and TiO2 Nanoparticles								JOURNAL OF PHYSICAL CHEMISTRY C				113	8			3139	3149		10.1021/jp809269m			FEB 26 2009	2009										156							WOS:000263529300018		
J	Feng, Xinjian; Shankar, Karthik; Paulose, Maggie; Grimes, Craig A.								Tantalum-Doped Titanium Dioxide Nanowire Arrays for Dye-Sensitized Solar Cells with High Open-Circuit Voltage								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	43			8095	8098		10.1002/anie.200903114			2009	2009										156							WOS:000271130900028		
J	Mao, Chuanbin; Liu, Aihua; Cao, Binrui								Virus-Based Chemical and Biological Sensing								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	37			6790	6810		10.1002/anie.200900231			2009	2009										156							WOS:000269937200006		
J	Marinado, Tannia; Hagberg, Daniel P.; Hedlund, Maria; Edvinsson, Tomas; Johansson, Erik M. J.; Boschloo, Gerrit; Rensmo, Hakan; Brinck, Tore; Sun, Licheng; Hagfeldt, Anders								Rhodanine dyes for dye-sensitized solar cells: spectroscopy, energy levels and photovoltaic performance								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				11	1			133	141		10.1039/b812154k			2009	2009										156							WOS:000263278900011		
J	Salvador, P.								On the nature of photogenerated radical species active in the oxidative degradation of dissolved pollutants with TiO2 aqueous suspensions: A revision in the light of the electronic structure of adsorbed water								JOURNAL OF PHYSICAL CHEMISTRY C				111	45			17038	17043		10.1021/jp074451i			NOV 15 2007	2007										156							WOS:000250836100048		
J	Rupa, A. Valentine; Manikandan, D.; Divakar, D.; Sivakumar, T.								Effect of deposition of Ag on TiO2 nanoparticles on the photodegradation of Reactive Yellow-17								JOURNAL OF HAZARDOUS MATERIALS				147	3			906	913		10.1016/j.jhazmat.2007.01.107			AUG 25 2007	2007										156							WOS:000249262600028		
J	Zhang, Jie; Du, Pingwu; Schneider, Jacob; Jarosz, Paul; Eisenberg, Richard								Photogeneration of hydrogen from water using an integrated system based on TiO2 and Platinum(II) diimine dithiolate sensitizers								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				129	25			7726	+		10.1021/ja071789h			JUN 27 2007	2007										156							WOS:000247563100012		
J	Hahn, R.; Macak, J. M.; Schmuki, P.								Rapid anodic growth of TiO2 and WO3 nanotubes in fluoride free electrolytes								ELECTROCHEMISTRY COMMUNICATIONS				9	5			947	952		10.1016/j.elecom.2006.11.037			MAY 2007	2007										156							WOS:000246608800018		
J	Ma, Biwu; Djurovich, Peter I.; Garon, Simona; Alleyne, Bert; Thompson, Mark E.								Platinum binuclear complexes as phosphorescent dopants for monochromatic and white organic light-emitting diodes								ADVANCED FUNCTIONAL MATERIALS				16	18			2438	2446		10.1002/adfm.200600614			DEC 4 2006	2006										156							WOS:000243082800019		
J	Nolan, EM; Racine, ME; Lippard, SJ								Selective Hg(II) detection in aqueous solution with thiol derivatized fluoresceins								INORGANIC CHEMISTRY				45	6			2742	2749		10.1021/ic052083w			MAR 20 2006	2006										156							WOS:000236119700057		
J	Wilson, GJ; Matijasevich, AS; Mitchell, DRG; Schulz, JC; Will, GD								Modification of TiO2 for enhanced surface properties: Finite Ostwald ripening by a microwave hydrothermal process								LANGMUIR				22	5			2016	2027		10.1021/la052716j			FEB 28 2006	2006										156							WOS:000235744500015		
J	Martinson, Alex B. F.; McGarrah, James E.; Parpia, Mohammed O. K.; Hupp, Joseph T.								Dynamics of charge transport and recombination in ZnO nanorod array dye-sensitized solar cells								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				8	40			4655	4659		10.1039/b610566a			2006	2006										156							WOS:000241350300005		
J	Wang, JW; Kalinichev, AG; Kirkpatrick, RJ; Cygan, RT								Structure, energetics, and dynamics of water adsorbed on the muscovite (001) surface: A molecular dynamics simulation								JOURNAL OF PHYSICAL CHEMISTRY B				109	33			15893	15905		10.1021/jp045299c			AUG 25 2005	2005										156							WOS:000231426000034		
J	Song, YH; Yeh, SJ; Chen, CT; Chi, Y; Liu, CS; Yu, JK; Hu, YH; Chou, PT; Peng, SM; Lee, GH								Bright and efficient, non-doped, phosphorescent organic red-light-emitting diodes								ADVANCED FUNCTIONAL MATERIALS				14	12			1221	1226		10.1002/adfm.200400137			DEC 2004	2004										156							WOS:000226103500011		
J	Li, GS; Boerio-Goates, J; Woodfield, BF; Li, LP								Evidence of linear lattice expansion and covalency enhancement in rutile TiO2 nanocrystals								APPLIED PHYSICS LETTERS				85	11			2059	2061		10.1063/1.1790596			SEP 13 2004	2004										156							WOS:000223923300064		
J	Tributsch, H								Dye sensitization solar cells: a critical assessment of the learning curve								COORDINATION CHEMISTRY REVIEWS				248	13-14			1511	1530		10.1016/j.ccr.2004.05.030			JUL 2004	2004										156							WOS:000224473900028		
J	Watson, S; Beydoun, D; Scott, J; Amal, R								Preparation of nanosized crystalline TiO2 particles at low temperature for photocatalysis								JOURNAL OF NANOPARTICLE RESEARCH				6	2-3			193	207		10.1023/B:NANO.0000034623.33083.71			JUN 2004	2004										156							WOS:000222610500006		
J	Imperor-Clerc, M; Bazin, D; Appay, MD; Beaunier, P; Davidson, A								Crystallization of beta-MnO2 nanowires in the pores of SBA-15 silicas: In situ investigation using synchrotron radiation								CHEMISTRY OF MATERIALS				16	9			1813	1821		10.1021/cm035353m			MAY 4 2004	2004										156							WOS:000221345000033		
J	Daoud, WA; Xin, JH								Nucleation and growth of anatase crystallites on cotton fabrics at low temperatures								JOURNAL OF THE AMERICAN CERAMIC SOCIETY				87	5			953	955		10.1111/j.1551-2916.2004.00953.x			MAY 2004	2004										156							WOS:000221808100030		
J	Horikoshi, S; Saitou, A; Hidaka, H; Serpone, N								Environmental remediation by an integrated microwave/UV illumination method. V. Thermal and nonthermal effects of microwave radiation on the photocatalyst and on the photodegradation of rhodamine-b under UV/Vis radiation								ENVIRONMENTAL SCIENCE & TECHNOLOGY				37	24			5813	5822		10.1021/es030326i			DEC 15 2003	2003										156							WOS:000187248000048		
J	Kuciauskas, D; Monat, JE; Villahermosa, R; Gray, HB; Lewis, NS; McCusker, JK								Transient absorption spectroscopy of ruthenium and osmium polypyridyl complexes adsorbed onto nanocrystalline TiO2 photoelectrodes								JOURNAL OF PHYSICAL CHEMISTRY B				106	36			9347	9358		10.1021/jp014589f			SEP 12 2002	2002										156							WOS:000177876900025		
J	Chatterjee, D; Mahata, A								Demineralization of organic pollutants on the dye modified TiO2 semiconductor particulate system using visible light								APPLIED CATALYSIS B-ENVIRONMENTAL				33	2			119	125		10.1016/S0926-3373(01)00170-9			SEP 28 2001	2001										156							WOS:000171114200004		
J	Gun'ko, VM; Zarko, VI; Leboda, R; Chibowski, E								Aqueous suspension of fumed oxides: particle size distribution and zeta potential								ADVANCES IN COLLOID AND INTERFACE SCIENCE				91	1			1	112		10.1016/S0001-8686(99)00026-3			MAR 19 2001	2001										156							WOS:000167945000001		
J	Furstner, A; Mathes, C; Lehmann, CW								Mo[N(t-Bu)(Ar)](3) complexes as catalyst precursors: In situ activation and application to metathesis reactions of alkynes and diynes								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				121	40			9453	9454		10.1021/ja991340r			OCT 13 1999	1999										156							WOS:000083166400024		
J	Knauth, P; Tuller, HL								Electrical and defect thermodynamic properties of nanocrystalline titanium dioxide								JOURNAL OF APPLIED PHYSICS				85	2			897	902		10.1063/1.369208			JAN 15 1999	1999										156							WOS:000077792600038		
